Week Ending,Percent Change
1/5/2020,0.033314512
1/12/2020,0.245383523
1/19/2020,0.253541076
1/26/2020,0.14706879
2/2/2020,0.225401256
2/9/2020,0.093984962
2/16/2020,0.145886889
2/23/2020,0.175738725
3/1/2020,0.24721001
3/8/2020,0.210699048
3/15/2020,-0.086381542
3/22/2020,-0.537785589
3/29/2020,-0.681955507
4/5/2020,-0.661495845
4/12/2020,-0.67866811
4/19/2020,-0.6547763
4/26/2020,-0.699782845
5/3/2020,-0.651666667
5/10/2020,-0.668376507
5/17/2020,-0.65796146
5/24/2020,-0.611373166
5/31/2020,-0.526450294
6/7/2020,-0.577297554
6/14/2020,-0.514760148
6/21/2020,-0.515554374
6/28/2020,-0.507038441
7/5/2020,-0.473966082
7/12/2020,-0.528457314
7/19/2020,-0.536579276
7/26/2020,-0.497629149
8/2/2020,-0.448665298
8/9/2020,-0.454051383
8/16/2020,-0.45030319
8/23/2020,-0.434897905
8/30/2020,-0.422890645
9/6/2020,-0.374687344
9/13/2020,-0.481163997
9/20/2020,-0.454545455
9/27/2020,-0.413028251
10/4/2020,-0.41438778
10/11/2020,-0.344808891
10/18/2020,-0.405696903
10/25/2020,-0.413263908
11/1/2020,-0.481082501
11/8/2020,-0.488121547
11/15/2020,-0.517175573
11/22/2020,-0.496596626
11/29/2020,-0.532306662
12/6/2020,-0.552639087
12/13/2020,-0.534223706
12/20/2020,-0.558518519
12/27/2020,-0.514611006
1/3/2021,-0.518539432
1/10/2021,-0.490411932
1/17/2021,-0.48194051
1/24/2021,-0.494069807
1/31/2021,-0.417655269
2/7/2021,-0.519423559
2/14/2021,-0.446658098
2/21/2021,-0.418351477
2/28/2021,-0.374704092
3/7/2021,-0.340006564
3/14/2021,-0.392796849
3/21/2021,-0.430579965
3/28/2021,-0.449327108
4/4/2021,-0.426315789
4/11/2021,-0.494585815
4/18/2021,-0.438331318
4/25/2021,-0.522801303
5/2/2021,-0.395
5/9/2021,-0.455757887
5/16/2021,-0.444219067
5/23/2021,-0.400157233
5/30/2021,-0.44109379
6/6/2021,-0.434338637
6/13/2021,-0.414074855
6/20/2021,-0.40361606
6/27/2021,-0.392799134
7/4/2021,-0.403748884
7/11/2021,-0.488017973
7/18/2021,-0.416479401
7/25/2021,-0.404292488
8/1/2021,-0.418377823
8/8/2021,-0.425395257
8/15/2021,-0.381492223
8/22/2021,-0.447626624
8/29/2021,-0.424929901
9/5/2021,-0.34192096
9/12/2021,-0.394540943
9/19/2021,-0.365920512
9/26/2021,-0.323137987
10/3/2021,-0.275683666
10/10/2021,-0.217674166
10/17/2021,-0.277931416
10/24/2021,-0.30419293
10/31/2021,-0.427220179
11/7/2021,-0.321546961
11/14/2021,-0.375408942
11/21/2021,-0.335602249
11/28/2021,-0.401406093
12/5/2021,-0.342368046
12/12/2021,-0.371174179
12/19/2021,-0.322074074
12/26/2021,-0.388235294
