Week Ending,Percent Change
1/5/2020,-0.039235973
1/12/2020,0.333043856
1/19/2020,0.163580247
1/26/2020,0.16022827
2/2/2020,0.23431809
2/9/2020,0.126132657
2/16/2020,0.101493681
2/23/2020,0.134567284
3/1/2020,0.055309735
3/8/2020,0.166031988
3/15/2020,-0.09239493
3/22/2020,-0.509303928
3/29/2020,-0.66943734
4/5/2020,-0.635867712
4/12/2020,-0.675805346
4/19/2020,-0.618627057
4/26/2020,-0.683491062
5/3/2020,-0.6257505
5/10/2020,-0.652982681
5/17/2020,-0.625812744
5/24/2020,-0.6353348
5/31/2020,-0.496637525
6/7/2020,-0.596241458
6/14/2020,-0.5162317
6/21/2020,-0.518494898
6/28/2020,-0.532263457
7/5/2020,-0.467718269
7/12/2020,-0.552647413
7/19/2020,-0.514416776
7/26/2020,-0.516052319
8/2/2020,-0.517273288
8/9/2020,-0.569982649
8/16/2020,-0.533798121
8/23/2020,-0.528880284
8/30/2020,-0.572294635
9/6/2020,-0.584682954
9/13/2020,-0.636972194
9/20/2020,-0.630621263
9/27/2020,-0.605725088
10/4/2020,-0.605715798
10/11/2020,-0.555555556
10/18/2020,-0.559740661
10/25/2020,-0.517241379
11/1/2020,-0.571754636
11/8/2020,-0.575891541
11/15/2020,-0.571093226
11/22/2020,-0.580172987
11/29/2020,-0.583663759
12/6/2020,-0.606172425
12/13/2020,-0.622853575
12/20/2020,-0.679099462
12/27/2020,-0.47751606
1/3/2021,-0.559729407
1/10/2021,-0.570560139
1/17/2021,-0.640432099
1/24/2021,-0.608428446
1/31/2021,-0.600971267
2/7/2021,-0.636100036
2/14/2021,-0.594408273
2/21/2021,-0.485742871
2/28/2021,-0.565265487
3/7/2021,-0.520182788
3/14/2021,-0.572381588
3/21/2021,-0.597863542
3/28/2021,-0.60741688
4/4/2021,-0.588475963
4/11/2021,-0.563056888
4/18/2021,-0.483340024
4/25/2021,-0.565369786
5/2/2021,-0.545363576
5/9/2021,-0.53431687
5/16/2021,-0.513654096
5/23/2021,-0.560201195
5/30/2021,-0.526563551
6/6/2021,-0.569476082
6/13/2021,-0.499681731
6/20/2021,-0.547512755
6/27/2021,-0.605483116
7/4/2021,-0.564930301
7/11/2021,-0.607701564
7/18/2021,-0.52621232
7/25/2021,-0.585612366
8/1/2021,-0.552128316
8/8/2021,-0.583285136
8/15/2021,-0.573810246
8/22/2021,-0.577605679
8/29/2021,-0.600181873
9/5/2021,-0.527861652
9/12/2021,-0.512100927
9/19/2021,-0.425526384
9/26/2021,-0.486092358
10/3/2021,-0.492722943
10/10/2021,-0.425257732
10/17/2021,-0.453535042
10/24/2021,-0.42703202
10/31/2021,-0.495292439
11/7/2021,-0.392572944
11/14/2021,-0.415157612
11/21/2021,-0.380904857
11/28/2021,-0.420697859
12/5/2021,-0.349211674
12/12/2021,-0.390259132
12/19/2021,-0.377352151
12/26/2021,-0.230192719
