latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
42.255282,-71.120279,timothy murphy insurance,50 Fairmount Ave,2136,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,2.0,1 to 9,Hyde Park,POINT (-71.120279 42.255282),,8,5
42.255417,-71.120978,tierney realty group,9 Fairmount Ave,2136,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,6.0,1 to 9,Hyde Park,POINT (-71.120978 42.255417),,8,5
42.255328,-71.124198,thomas f gallagher insurance,1270 Hyde Park Ave,2136,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,2.0,1 to 9,Hyde Park,POINT (-71.124198 42.255328),,8,5
42.256069,-71.124769,the tee shop,1295 River St,2136,451110,Sporting Goods Stores,45,Retail Trade,5.0,1 to 9,Hyde Park,POINT (-71.124769 42.256069),,8,5
42.255405,-71.121162,the switch co-op,21 Fairmount Ave,2136,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",81,Other Services,6.0,1 to 9,Hyde Park,POINT (-71.121162 42.255405),,8,5
42.256064,-71.12461,the perfect threading,1285 River St,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.12461 42.256064),,8,5
42.254499,-71.120155,tcs coffee house,87 Fairmount Ave,2136,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,5.0,1 to 9,Hyde Park,POINT (-71.120155 42.254499),,8,5
42.255918,-71.124409,talk & wok cafe,1277 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Hyde Park,POINT (-71.124409 42.255918),,8,5
42.255839,-71.122684,super discount store,1232 River St,2136,452210,Department Stores,45,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.122684 42.255839),,8,5
42.255395,-71.124596,subway,1281 Hyde Park Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Hyde Park,POINT (-71.124596 42.255395),,8,5
42.255587,-71.123984,star food mart,1266 Hyde Park Ave,2136,445120,Convenience Stores,44,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.123984 42.255587),,8,5
42.255539,-71.123335,standhard physical therapy llc,1242 River St,2136,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,4.0,1 to 9,Hyde Park,POINT (-71.123335 42.255539),,8,5
42.255402,-71.12096,southwest boston community development corporation,11 Fairmount Ave,2136,0,,99,Undefined,5.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.255402,-71.12096,southwest boston community dev,11 Fairmount Ave,2136,813319,Other Social Advocacy Organizations,81,Other Services,4.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.256196,-71.122803,smoken' grooves communications,1227 River St,2136,517919,All Other Telecommunications,51,Information,4.0,1 to 9,Hyde Park,POINT (-71.122803 42.256196),,8,5
42.255226,-71.124008,smoke & ashes tobacco co,1284 Hyde Park Ave,2136,453991,Tobacco Stores,45,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.124008 42.255226),,8,5
42.252998,-71.125183,shun zhang,1349 Hyde Park Ave,2136,453220,"Gift, Novelty, and Souvenir Stores",45,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.125183 42.252998),,8,5
42.256039,-71.124268,sharps barber shop,1261 Hyde Park Ave,2136,812111,Barber Shops,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.124268 42.256039),,8,5
42.256025,-71.123692,shakara inc,1261 River St,2136,448140,Family Clothing Stores,44,Retail Trade,1.0,1 to 9,Hyde Park,POINT (-71.123692 42.256025),,8,5
42.255282,-71.120279,shagoury & tominey,54 Fairmount Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",2.0,1 to 9,Hyde Park,POINT (-71.120279 42.255282),,8,5
42.255105,-71.126066,sbs salons,11 Business St,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.126066 42.255105),,8,5
42.256072,-71.124361,satguru pyaray inc,1283 River St,2136,0,,99,Undefined,0.0,Not Available,Hyde Park,POINT (-71.124361 42.256072),,8,5
42.254719,-71.12027,san santiago el patron,77 Fairmount Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.12027 42.254719),,8,5
42.256196,-71.122803,rsvp event space,1225 River St,2136,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",71,"Arts, Entertainment, and Recreation",3.0,1 to 9,Hyde Park,POINT (-71.122803 42.256196),,8,5
42.255451,-71.124485,roto-rooter plumbing & water cleanup,1269 Hyde Park Ave,2136,238220,"Plumbing, Heating, and Air-Conditioning Contractors",23,Construction,3.0,1 to 9,Hyde Park,POINT (-71.124485 42.255451),,8,5
42.256824,-71.12412,rons grmet homemade ice cream,1231 Hyde Park Ave,2136,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.12412 42.256824),,8,5
42.255402,-71.12096,ronald pierre louis llc,11 Fairmount Ave,2136,541211,Offices of Certified Public Accountants,54,"Professional, Scientific, and Technical Services",5.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.25562,-71.121642,rockland trust company,288 Union St,2370,522110,Commercial Banking,52,Finance and Insurance,50.0,50 to 99,Hyde Park,POINT (-71.121642 42.25562),,8,5
42.255395,-71.124596,roberson law group pc,1283 Hyde Park Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",4.0,1 to 9,Hyde Park,POINT (-71.124596 42.255395),,8,5
42.25667,-71.123894,roberson & associates,1234 Hyde Park Ave,2136,0,,99,Undefined,0.0,Not Available,Hyde Park,POINT (-71.123894 42.25667),,8,5
42.255145,-71.120654,riverside theatre works inc,45 Fairmount Ave,2136,711110,Theater Companies and Dinner Theaters,71,"Arts, Entertainment, and Recreation",2.0,1 to 9,Hyde Park,POINT (-71.120654 42.255145),,8,5
42.256072,-71.124361,riverside flower shop,1283 River St,2136,453110,Florists,45,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.124361 42.256072),,8,5
42.256023,-71.123711,river grill restaurant cafe inc,1263 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,9.0,1 to 9,Hyde Park,POINT (-71.123711 42.256023),,8,5
42.255736,-71.120835,rincon restaurant,18 Fairmount Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.120835 42.255736),,8,5
42.255736,-71.120835,rincon caribeno restaurant,18 Fairmount Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.120835 42.255736),,8,5
42.255736,-71.120835,ricon caribeno,18 Fairmount Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Hyde Park,POINT (-71.120835 42.255736),,8,5
42.25618,-71.122981,ricolombia restaurant,1231 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.256019,-71.124258,richard c hyman,1259 Hyde Park Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",2.0,1 to 9,Hyde Park,POINT (-71.124258 42.256019),,8,5
42.256016,-71.124922,red moon chinese resturant,1299 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.124922 42.256016),,8,5
42.257603,-71.123431,rcm tax service,1210 Hyde Park Ave,2136,541213,Tax Preparation Services,54,"Professional, Scientific, and Technical Services",4.0,1 to 9,Hyde Park,POINT (-71.123431 42.257603),,8,5
42.255699,-71.123817,rainbow learning center,1260 River St,2136,611110,Elementary and Secondary Schools,61,Educational Services,16.0,10 to 24,Hyde Park,POINT (-71.123817 42.255699),,8,5
42.257962,-71.123975,radio energie,1205 Hyde Park Ave,2136,515112,Radio Stations,51,Information,17.0,10 to 24,Hyde Park,POINT (-71.123975 42.257962),,8,5
42.254499,-71.120155,qadosh hair studio,87 Fairmount Ave,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.120155 42.254499),,8,5
42.254608,-71.119835,pure joy flowers,84 Fairmount Ave,2136,453110,Florists,45,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.119835 42.254608),,8,5
42.255402,-71.12096,pulgini & norton llp,11 Fairmount Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.254698,-71.119816,private office barbershop,76 Fairmount Ave,2136,812111,Barber Shops,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.119816 42.254698),,8,5
42.254836,-71.120404,portman properties,63 Fairmount Ave,2136,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,12.0,10 to 24,Hyde Park,POINT (-71.120404 42.254836),,8,5
42.256345,-71.120373,pierre's variety store,1156 River St,2136,445120,Convenience Stores,44,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.120373 42.256345),,8,5
42.256069,-71.124769,perry moran associates inc,1295 River St,2136,561422,Telemarketing Bureaus and Other Contact Centers,56,"Adminstrative, Support, Waste Management, and Remediation Services",5.0,1 to 9,Hyde Park,POINT (-71.124769 42.256069),,8,5
42.25579,-71.123126,perfume corner,1244 River St,2136,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",44,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.123126 42.25579),,8,5
42.256607,-71.12252,peoples club of nigeria boston branch usa inc,38 Winthrop St,2136,813410,Civic and Social Organizations,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.12252 42.256607),,8,5
42.257471,-71.123371,penticostal church of the last hr,37 Everett St,2136,813110,Religious Organizations,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.123371 42.257471),,8,5
42.257962,-71.123975,pentecostals of boston,1205 Hyde Park Ave,2136,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.123975 42.257962),,8,5
42.255376,-71.12204,pennacchio funeral service,34 Oak St,2136,812210,Funeral Homes and Funeral Services,81,Other Services,1.0,1 to 9,Hyde Park,POINT (-71.12204 42.255376),,8,5
42.256393,-71.121743,pdm associates,1191 River St,2136,323111,Commercial Printing (except Screen and Books),32,Manufacturing,5.0,1 to 9,Hyde Park,POINT (-71.121743 42.256393),,8,5
42.256046,-71.123589,passion beauty supply & salon llc,1257 River St,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.123589 42.256046),,8,5
42.255031,-71.120673,paradise beauty salon,51 Fairmount Ave,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.120673 42.255031),,8,5
42.255707,-71.123917,papa gino's,1270 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,15.0,10 to 24,Hyde Park,POINT (-71.123917 42.255707),,8,5
42.255402,-71.12096,overbrook,11 Fairmount Ave,2136,423490,Other Professional Equipment and Supplies Merchant Wholesalers,42,Wholesale Trade,3.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.256824,-71.12412,one step beyond martial arts,1231 Hyde Park Ave,2136,611620,Sports and Recreation Instruction,61,Educational Services,1.0,1 to 9,Hyde Park,POINT (-71.12412 42.256824),,8,5
42.256072,-71.124361,odb liquors,1253 Hyde Park Ave,2136,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.124361 42.256072),,8,5
42.256025,-71.123692,new york fried chicken,1251 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.123692 42.256025),,8,5
42.257035,-71.121455,new beginnings academy incorporated,20 Central Ave,2136,611110,Elementary and Secondary Schools,61,Educational Services,16.0,10 to 24,Hyde Park,POINT (-71.121455 42.257035),,8,5
42.257271,-71.121641,new beginnings academy,14 Everett St,2136,624410,Child Day Care Services,62,Healthcare and Social Assistance,25.0,25 to 49,Hyde Park,POINT (-71.121641 42.257271),,8,5
42.255699,-71.123817,myer dana myer & sons,1260 River St,2136,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,0.0,Not Available,Hyde Park,POINT (-71.123817 42.255699),,8,5
42.255535,-71.123994,murphy insurance agency,1270 Hyde Park Ave,2136,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,2.0,1 to 9,Hyde Park,POINT (-71.123994 42.255535),,8,5
42.255373,-71.124395,mt olives community center inc,1285 Hyde Park Ave,2136,624110,Child and Youth Services,62,Healthcare and Social Assistance,10.0,10 to 24,Hyde Park,POINT (-71.124395 42.255373),,8,5
42.255373,-71.124395,mount olive evangelical church,1285 Hyde Park Ave,2136,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.124395 42.255373),,8,5
42.254688,-71.120316,monika general beauty supply,73 Fairmount Ave,2136,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",44,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.120316 42.254688),,8,5
42.255337,-71.124504,minuteman press,1279 Hyde Park Ave,2136,323111,Commercial Printing (except Screen and Books),32,Manufacturing,4.0,1 to 9,Hyde Park,POINT (-71.124504 42.255337),,8,5
42.253469,-71.124595,mcdonald's,1312 Hyde Park Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,40.0,25 to 49,Hyde Park,POINT (-71.124595 42.253469),,8,5
42.256069,-71.124769,may's home care services,1295 River St,2136,621610,Home Health Care Services,62,Healthcare and Social Assistance,7.0,1 to 9,Hyde Park,POINT (-71.124769 42.256069),,8,5
42.256478,-71.120284,master mcgraths,1154 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.120284 42.256478),,8,5
42.25618,-71.122981,maria's hair salon,1235 River St,2136,812112,Beauty Salons,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.25618,-71.122981,maria's babrer shop,1235 River St,2136,812111,Barber Shops,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.25618,-71.122981,marango llc,1231 River St,2136,0,,99,Undefined,0.0,Not Available,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.256104,-71.120395,maison d'accueil malika inc,1166 River St,2136,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Hyde Park,POINT (-71.120395 42.256104),,8,5
42.255075,-71.12015,mai hair braiding,6 Fairmount Ave,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.12015 42.255075),,8,5
42.255207,-71.120773,luu & nails,43 Fairmount Ave,2136,812113,Nail Salons,81,Other Services,1.0,1 to 9,Hyde Park,POINT (-71.120773 42.255207),,8,5
42.25667,-71.123894,lowney medical associates,1234 Hyde Park Ave,2136,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,10.0,10 to 24,Hyde Park,POINT (-71.123894 42.25667),,8,5
42.256805,-71.123543,lowney law llc,1234 Hyde Park Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",5.0,1 to 9,Hyde Park,POINT (-71.123543 42.256805),,8,5
42.256046,-71.12365,lovely nail salon,1259 River St,2136,812113,Nail Salons,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.12365 42.256046),,8,5
42.254696,-71.120318,los magicos barbershop,79 Fairmount Ave,2136,812111,Barber Shops,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.120318 42.254696),,8,5
42.255405,-71.121162,logan square barbershop,1 Fairmount Ave,2136,812111,Barber Shops,81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.121162 42.255405),,8,5
42.258268,-71.123257,little haiti international cuisine llc,1184 Hyde Park Ave,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Hyde Park,POINT (-71.123257 42.258268),,8,5
42.256064,-71.12461,little haiti international cuisine,1285 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.12461 42.256064),,8,5
42.257603,-71.123431,lifewatch home care inc,1210 Hyde Park Ave,2136,621610,Home Health Care Services,62,Healthcare and Social Assistance,11.0,10 to 24,Hyde Park,POINT (-71.123431 42.257603),,8,5
42.255451,-71.124485,lifetime physical therapy,1269 Hyde Park Ave,2136,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,0.0,Not Available,Hyde Park,POINT (-71.124485 42.255451),,8,5
42.255306,-71.123978,liberty tax service,1280 Hyde Park Ave,2136,541213,Tax Preparation Services,54,"Professional, Scientific, and Technical Services",4.0,1 to 9,Hyde Park,POINT (-71.123978 42.255306),,8,5
42.256196,-71.122803,le trap couture llc,1225 River St,2136,448140,Family Clothing Stores,44,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.122803 42.256196),,8,5
42.25579,-71.121957,las vegas seafood restaurant,6 Maple St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,5.0,1 to 9,Hyde Park,POINT (-71.121957 42.25579),,8,5
42.25618,-71.122981,las delicias colombianas,1231 River St,2136,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.256805,-71.123543,lariion technologies inc,1234 Hyde Park Ave,2136,517919,All Other Telecommunications,51,Information,6.0,1 to 9,Hyde Park,POINT (-71.123543 42.256805),,8,5
42.256441,-71.122568,klein post card service,16 Harvard Ave,2136,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,Wholesale Trade,4.0,1 to 9,Hyde Park,POINT (-71.122568 42.256441),,8,5
42.256019,-71.124258,kingdom realty group,1259 Hyde Park Ave,2136,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Hyde Park,POINT (-71.124258 42.256019),,8,5
42.256186,-71.121488,king's new & used things,1185 River St,2136,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),45,Retail Trade,23.0,10 to 24,Hyde Park,POINT (-71.121488 42.256186),,8,5
42.255699,-71.120781,king coles trading co inc,20 Fairmount Ave,2136,522291,Consumer Lending,52,Finance and Insurance,3.0,1 to 9,Hyde Park,POINT (-71.120781 42.255699),,8,5
42.253707,-71.124329,kieran jordan dance,1310 Hyde Park Ave,2136,611610,Fine Arts Schools,61,Educational Services,3.0,1 to 9,Hyde Park,POINT (-71.124329 42.253707),,8,5
42.256345,-71.120373,kenney clnrs,1162 River St,2136,812320,Drycleaning and Laundry Services (except Coin-Operated),81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.120373 42.256345),,8,5
42.257091,-71.123461,jps fitness solution,1226 Hyde Park Ave,2136,713940,Fitness and Recreational Sports Centers,71,"Arts, Entertainment, and Recreation",6.0,1 to 9,Hyde Park,POINT (-71.123461 42.257091),,8,5
42.256019,-71.124258,jonathan & associates inc,1259 Hyde Park Ave,2136,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",4.0,1 to 9,Hyde Park,POINT (-71.124258 42.256019),,8,5
42.256393,-71.121743,jlor creative design & print,1203 River St,2136,518210,"Data Processing, Hosting, and Related Services",51,Information,15.0,10 to 24,Hyde Park,POINT (-71.121743 42.256393),,8,5
42.256196,-71.122803,jireh ministries inc,1227 River St,2136,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.122803 42.256196),,8,5
42.256196,-71.122803,jireh beauty salon,1227 River St,2136,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.122803 42.256196),,8,5
42.255039,-71.120529,jilp corp,59 Fairmount Ave,2136,0,,99,Undefined,0.0,Not Available,Hyde Park,POINT (-71.120529 42.255039),,8,5
42.25568,-71.123764,jerusalem furniture,1256 River St,2136,442110,Furniture Stores,44,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.123764 42.25568),,8,5
42.255512,-71.12376,janets hair braiding,1260 Hyde Park Ave,2136,812199,Other Personal Care Services,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.12376 42.255512),,8,5
42.25618,-71.122981,jaimie dollar discount llc,1237 River St,2136,452210,Department Stores,45,Retail Trade,3.0,1 to 9,Hyde Park,POINT (-71.122981 42.25618),,8,5
42.257116,-71.119795,jade's jewelry,1130 River St,2136,448310,Jewelry Stores,44,Retail Trade,2.0,1 to 9,Hyde Park,POINT (-71.119795 42.257116),,8,5
42.255402,-71.12096,jackman professional accounting,11 Fairmount Ave,2136,541219,Other Accounting Services,54,"Professional, Scientific, and Technical Services",6.0,1 to 9,Hyde Park,POINT (-71.12096 42.255402),,8,5
42.256019,-71.124258,j i express inc,1259 Hyde Park Ave,2136,0,,99,Undefined,0.0,Not Available,Hyde Park,POINT (-71.124258 42.256019),,8,5
42.257547,-71.12408,j & c auto body ii,1215 Hyde Park Ave,2136,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",81,Other Services,4.0,1 to 9,Hyde Park,POINT (-71.12408 42.257547),,8,5
42.257603,-71.123431,j & c auto body,1210 Hyde Park Ave,2136,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",81,Other Services,2.0,1 to 9,Hyde Park,POINT (-71.123431 42.257603),,8,5
42.254616,-71.119818,intriguing hair llc,82 Fairmount Ave,2136,812199,Other Personal Care Services,81,Other Services,3.0,1 to 9,Hyde Park,POINT (-71.119818 42.254616),,8,5
42.255322,-71.126142,intoxalock ignition interlock,1318 River St,2136,811111,General Automotive Repair,81,Other Services,4.0,1 to 9,Hyde Park,POINT (-71.126142 42.255322),,8,5
42.256104,-71.120395,international association,1166 River St,2136,813910,Business Associations,81,Other Services,6.0,1 to 9,Hyde Park,POINT (-71.120395 42.256104),,8,5
42.255145,-71.120654,inspire arts & music,45 Fairmount Ave,2136,712110,Museums,71,"Arts, Entertainment, and Recreation",3.0,1 to 9,Hyde Park,POINT (-71.120654 42.255145),,8,5
42.255146,-71.120689,hyde park youth percussion,47 Fairmount Ave,2136,611610,Fine Arts Schools,61,Educational Services,3.0,1 to 9,Hyde Park,POINT (-71.120689 42.255146),,8,5
42.257626,-71.120361,hyde park seventh-day,6 Webster St,2136,813110,Religious Organizations,81,Other Services,1.0,1 to 9,Hyde Park,POINT (-71.120361 42.257626),,8,5
42.257088,-71.122369,hyde park public library,35 Harvard Ave,2136,519120,Libraries and Archives,51,Information,8.0,1 to 9,Hyde Park,POINT (-71.122369 42.257088),,8,5
42.256433,-71.121487,hyde park plumbing & heating,12 Central Ave,2136,238220,"Plumbing, Heating, and Air-Conditioning Contractors",23,Construction,3.0,1 to 9,Hyde Park,POINT (-71.121487 42.256433),,8,5
