latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
42.3082,-71.0828,independent headquarters,493C Blue Hill Ave,2121,523930,Investment Advice,52,Finance and Insurance,9.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.3082,-71.0828,idr construction inc,,2121,236118,Residential Remodelers,23,Construction,5.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.306419,-71.081261,holy tabernacle church,70 Washington St,2121,813110,Religious Organizations,81,Other Services,1.0,1 to 9,Grove Hall,POINT (-71.081261 42.306419),,6,4
42.309727,-71.082169,health & sports rehabilitation,438A Blue Hill Ave,2121,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Grove Hall,POINT (-71.082169 42.309727),,6,4
42.31101,-71.081064,health & sports rehabilitation,402 Blue Hill Ave,2121,621493,Freestanding Ambulatory Surgical and Emergency Centers,62,Healthcare and Social Assistance,6.0,1 to 9,Grove Hall,POINT (-71.081064 42.31101),,6,4
42.312022,-71.080342,habitat for humanities,350 Blue Hill Ave,2121,0,,99,Undefined,0.0,Not Available,Grove Hall,POINT (-71.080342 42.312022),,6,4
42.306946,-71.082634,grove hall resident associates,20 Castlegate Rd,2121,541720,Research and Development in the Social Sciences and Humanities,54,"Professional, Scientific, and Technical Services",5.0,1 to 9,Grove Hall,POINT (-71.082634 42.306946),,6,4
42.3128,-71.07979,grove hall plumbing co,342 Blue Hill Ave,2121,238160,Roofing Contractors,23,Construction,5.0,1 to 9,Grove Hall,POINT (-71.07979 42.3128),,6,4
42.313512,-71.079241,greater grove hall main strts,320 Blue Hill Ave,2121,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.3082,-71.0828,gigian jewelers,33 Washington St,2121,448310,Jewelry Stores,44,Retail Trade,2.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.305404,-71.081098,four corners action coalition,102 Columbia Rd,2121,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,9.0,1 to 9,Grove Hall,POINT (-71.081098 42.305404),,6,4
42.305033,-71.084308,fernandez liquor store,562 Blue Hill Ave,2121,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,4.0,1 to 9,Grove Hall,POINT (-71.084308 42.305033),,6,4
42.313512,-71.079241,familyaid blue hill ave,317 Blue Hill Ave,2121,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,9.0,1 to 9,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.313512,-71.079241,em's variety,320 Blue Hill Ave,2121,452319,All Other General Merchandise Stores,45,Retail Trade,2.0,1 to 9,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.313275,-71.079387,el regreso,322 Blue Hill Ave,2121,493120,Refrigerated Warehousing and Storage,49,Transportation and Warehosuing,16.0,10 to 24,Grove Hall,POINT (-71.079387 42.313275),,6,4
42.3082,-71.0828,dimock comm health center,71 Washington St,2121,611691,Exam Preparation and Tutoring,61,Educational Services,2.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.303725,-71.084711,d'laly's beauty salon,6 Columbia Rd,2121,812112,Beauty Salons,81,Other Services,2.0,1 to 9,Grove Hall,POINT (-71.084711 42.303725),,6,4
42.305033,-71.084308,community outreach group,331 Seaver St,2121,0,,99,Undefined,0.0,Not Available,Grove Hall,POINT (-71.084308 42.305033),,6,4
42.309778,-71.082094,comeback physical therapy inc,440 Blue Hill Ave,2121,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,4.0,1 to 9,Grove Hall,POINT (-71.082094 42.309778),,6,4
42.3082,-71.0828,citywide parents council,21 Deckard St,2121,611710,Educational Support Services,61,Educational Services,4.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.3082,-71.0828,church of the cosmic revelation,90 Geneva Ave,2121,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Grove Hall,POINT (-71.0828 42.3082),,6,4
42.313512,-71.079241,caribbean foundation of boston,317 Blue Hill Ave,2121,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,60.0,50 to 99,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.30619,-71.080272,burger king,100 Washington St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,44.0,25 to 49,Grove Hall,POINT (-71.080272 42.30619),,6,4
42.307069,-71.082074,"brothers supermarket, inc",46 Washington St,2121,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,2.0,1 to 9,Grove Hall,POINT (-71.082074 42.307069),,6,4
42.309727,-71.082169,boston summit corp,438 Blue Hill Ave,2121,0,,99,Undefined,0.0,Not Available,Grove Hall,POINT (-71.082169 42.309727),,6,4
42.307076,-71.081091,boston school district,60 Washington St,2121,611110,Elementary and Secondary Schools,61,Educational Services,12.0,10 to 24,Grove Hall,POINT (-71.081091 42.307076),,6,4
42.303658,-71.084763,boston checkcashers inc,610 Blue Hill Ave,2121,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,10.0,10 to 24,Grove Hall,POINT (-71.084763 42.303658),,6,4
42.306408,-71.080399,blue mountain apartments llc,80 Washington St,2121,531110,Lessors of Residential Buildings and Dwellings,53,Real Estate Rental and Leasing,5.0,1 to 9,Grove Hall,POINT (-71.080399 42.306408),,6,4
42.312811,-71.079707,blue hill cleaners,336 Blue Hill Ave,2121,812320,Drycleaning and Laundry Services (except Coin-Operated),81,Other Services,2.0,1 to 9,Grove Hall,POINT (-71.079707 42.312811),,6,4
42.313512,-71.079241,blue hill ave pharmacy,320 Blue Hill Ave,2121,621330,Offices of Mental Health Practitioners (except Physicians),62,Healthcare and Social Assistance,7.0,1 to 9,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.310257,-71.081779,bethlehem healing temple church,428 Blue Hill Ave,2121,813110,Religious Organizations,81,Other Services,2.0,1 to 9,Grove Hall,POINT (-71.081779 42.310257),,6,4
42.306286,-71.080284,bds discount,90 Washington St,2121,452210,Department Stores,45,Retail Trade,3.0,1 to 9,Grove Hall,POINT (-71.080284 42.306286),,6,4
42.313617,-71.079116,ardi physical therapy,318 Blue Hill Ave,2121,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,4.0,1 to 9,Grove Hall,POINT (-71.079116 42.313617),,6,4
42.303902,-71.084594,allen tuxedo,594 Blue Hill Ave,2121,532281,Formal Wear and Costume Rental,53,Real Estate Rental and Leasing,2.0,1 to 9,Grove Hall,POINT (-71.084594 42.303902),,6,4
42.303902,-71.084594,allan formal wear,594 Blue Hill Ave,2121,448140,Family Clothing Stores,44,Retail Trade,1.0,1 to 9,Grove Hall,POINT (-71.084594 42.303902),,6,4
42.308312,-71.082633,alima's african hair braiding,10 Washington St,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Grove Hall,POINT (-71.082633 42.308312),,6,4
42.313512,-71.079241,alima's african hair braiding,320 Blue Hill Ave,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Grove Hall,POINT (-71.079241 42.313512),,6,4
42.30809,-71.083172,aischa's african hair braiding,7 Washington St,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Grove Hall,POINT (-71.083172 42.30809),,6,4
42.30809,-71.083172,aida dominican style beauty salon,7 Washington St,2121,812112,Beauty Salons,81,Other Services,1.0,1 to 9,Grove Hall,POINT (-71.083172 42.30809),,6,4
42.305404,-71.081098,abac inc,102 Columbia Rd,2121,624110,Child and Youth Services,62,Healthcare and Social Assistance,6.0,1 to 9,Grove Hall,POINT (-71.081098 42.305404),,6,4
42.308081,-71.08237,2418 club,24 Washington St,2121,813410,Civic and Social Organizations,81,Other Services,5.0,1 to 9,Grove Hall,POINT (-71.08237 42.308081),,6,4
42.311327,-71.080831,wings & tingz,388 Blue Hill Ave,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Grove Hall,POINT (-71.080831 42.311327),,6,4
42.309511,-71.08231,los almendros restaurant,454 Blue Hill Ave,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Grove Hall,POINT (-71.08231 42.309511),,6,4
42.309727,-71.082169,grove hall unisex salon,438 Blue Hill Ave,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Grove Hall,POINT (-71.082169 42.309727),,6,4
42.309971,-71.081839,grove hall main st,436 Blue Hill Ave,2121,0,,99,Undefined,0.0,Not Available,Grove Hall,POINT (-71.081839 42.309971),,6,4
42.309511,-71.08231,grove hall discount,448 Blue Hill Ave,2121,452210,Department Stores,45,Retail Trade,3.0,1 to 9,Grove Hall,POINT (-71.08231 42.309511),,6,4
42.309586,-71.082386,grove hall creamery,444 Blue Hill Ave,2121,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,4.0,1 to 9,Grove Hall,POINT (-71.082386 42.309586),,6,4
42.311327,-71.080831,el dorado restaurant,388 Blue Hill Ave,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Grove Hall,POINT (-71.080831 42.311327),,6,4
42.299825,-71.074543,wade bbq,323 Washington St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,4.0,1 to 9,Four Corners,POINT (-71.074543 42.299825),,6,4
42.303273,-71.078837,vip wireless multi service,5 Erie St,2121,517312,Wireless Telecommunications Carriers (except Satellite),51,Information,2.0,1 to 9,Four Corners,POINT (-71.078837 42.303273),,6,4
42.299615,-71.074151,viet aid,335 Washington St,2121,238990,All Other Specialty Trade Contractors,23,Construction,0.0,Not Available,Four Corners,POINT (-71.074151 42.299615),,6,4
42.296006,-71.072368,venetian curtain & drapery cleaners,443 Washington St,2124,812320,Drycleaning and Laundry Services (except Coin-Operated),81,Other Services,2.0,1 to 9,Four Corners,POINT (-71.072368 42.296006),,6,4
42.305204,-71.080015,velus,116 Washington St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Four Corners,POINT (-71.080015 42.305204),,6,4
42.30334,-71.078781,vaughan fish & chips,1 Erie St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,Four Corners,POINT (-71.078781 42.30334),,6,4
42.304401,-71.078975,varela's cleaning service,154 Washington St,2121,561720,Janitorial Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",5.0,1 to 9,Four Corners,POINT (-71.078975 42.304401),,6,4
42.304352,-71.079435,vapor smok tech inc,147 Washington St,2121,453991,Tobacco Stores,45,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.079435 42.304352),,6,4
42.301848,-71.076845,urban guild inc,260 Washington St,2121,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Four Corners,POINT (-71.076845 42.301848),,6,4
42.295669,-71.072473,ups access point location,451 Washington St,2124,541860,Direct Mail Advertising,54,"Professional, Scientific, and Technical Services",13.0,10 to 24,Four Corners,POINT (-71.072473 42.295669),,6,4
42.303307,-71.078809,ups access point location,3 Erie St,2121,541860,Direct Mail Advertising,54,"Professional, Scientific, and Technical Services",0.0,Not Available,Four Corners,POINT (-71.078809 42.303307),,6,4
42.296522,-71.072462,united homes for children,433 Washington St,2124,624410,Child Day Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Four Corners,POINT (-71.072462 42.296522),,6,4
42.29958,-71.073644,trincity cuisine,340 Washington St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Four Corners,POINT (-71.073644 42.29958),,6,4
42.298395,-71.073238,the ark of the covenant,373 Washington St,2124,813110,Religious Organizations,81,Other Services,6.0,1 to 9,Four Corners,POINT (-71.073238 42.298395),,6,4
42.303826,-71.079177,t & e mini mart,161 Washington St,2121,445120,Convenience Stores,44,Retail Trade,2.0,1 to 9,Four Corners,POINT (-71.079177 42.303826),,6,4
42.303826,-71.079177,t & e mini mart,159A Washington St,2121,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),45,Retail Trade,23.0,10 to 24,Four Corners,POINT (-71.079177 42.303826),,6,4
42.302933,-71.077898,symone's beauty salon,200 Washington St,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Four Corners,POINT (-71.077898 42.302933),,6,4
42.302903,-71.077971,star fashion,202 Washington St,2121,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.077971 42.302903),,6,4
42.297085,-71.072061,snapchef culinary staffing,420 Washington St,2124,541612,Human Resources Consulting Services,54,"Professional, Scientific, and Technical Services",6.0,1 to 9,Four Corners,POINT (-71.072061 42.297085),,6,4
42.305204,-71.080015,sheina jean-marie dmd pc,114 Washington St,2121,621210,Offices of Dentists,62,Healthcare and Social Assistance,5.0,1 to 9,Four Corners,POINT (-71.080015 42.305204),,6,4
42.296781,-71.072505,shawmut upholstery,429 Washington St,2124,811420,Reupholstery and Furniture Repair,81,Other Services,1.0,1 to 9,Four Corners,POINT (-71.072505 42.296781),,6,4
42.302505,-71.077856,sandmans auto body & repair,210 Washington St,2121,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,42,Wholesale Trade,7.0,1 to 9,Four Corners,POINT (-71.077856 42.302505),,6,4
42.305204,-71.080015,sage family dental,114 Washington St,2121,621210,Offices of Dentists,62,Healthcare and Social Assistance,5.0,1 to 9,Four Corners,POINT (-71.080015 42.305204),,6,4
42.304129,-71.07887,s k b's,156 Washington St,2121,445120,Convenience Stores,44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.07887 42.304129),,6,4
42.305191,-71.080011,rosely's groceries,120 Washington St,2121,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.080011 42.305191),,6,4
42.30048,-71.075619,rodriguez barbershop,293 Washington St,2121,812111,Barber Shops,81,Other Services,3.0,1 to 9,Four Corners,POINT (-71.075619 42.30048),,6,4
42.302166,-71.077897,resto meat market,213 Washington St,2121,445210,Meat Markets,44,Retail Trade,2.0,1 to 9,Four Corners,POINT (-71.077897 42.302166),,6,4
42.297085,-71.072061,reaching out to cook with kids,420 Washington St,2124,813319,Other Social Advocacy Organizations,81,Other Services,5.0,1 to 9,Four Corners,POINT (-71.072061 42.297085),,6,4
42.303273,-71.078837,prada barber shop,5 Erie St,2121,812111,Barber Shops,81,Other Services,2.0,1 to 9,Four Corners,POINT (-71.078837 42.303273),,6,4
42.297806,-71.072397,paul sullivan housing trust,394 Washington St,2124,624221,Temporary Shelters,62,Healthcare and Social Assistance,6.0,1 to 9,Four Corners,POINT (-71.072397 42.297806),,6,4
42.304654,-71.079849,one stop wireless,145 Washington St,2121,517312,Wireless Telecommunications Carriers (except Satellite),51,Information,2.0,1 to 9,Four Corners,POINT (-71.079849 42.304654),,6,4
42.298652,-71.072882,oaa corporation,378 Washington St,2124,511210,Software Publishers,51,Information,5.0,1 to 9,Four Corners,POINT (-71.072882 42.298652),,6,4
42.305204,-71.080015,nunez liquors inc,114 Washington St,2121,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,4.0,1 to 9,Four Corners,POINT (-71.080015 42.305204),,6,4
42.303273,-71.078837,nova muilti service,5 Erie St,2121,541990,"All Other Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Four Corners,POINT (-71.078837 42.303273),,6,4
42.301848,-71.076845,new england feild houses llc,260 Washington St,2121,444110,Home Centers,44,Retail Trade,5.0,1 to 9,Four Corners,POINT (-71.076845 42.301848),,6,4
42.30439,-71.079575,new bethel apostolic chr-jesus,153 Washington St,2121,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Four Corners,POINT (-71.079575 42.30439),,6,4
42.302903,-71.077971,muvy beauty supply,202 Washington St,2121,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.077971 42.302903),,6,4
42.304384,-71.079598,murl's kitchen,143 Washington St,2121,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Four Corners,POINT (-71.079598 42.304384),,6,4
42.302605,-71.07796,muni market,206 Washington St,2121,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,0.0,Not Available,Four Corners,POINT (-71.07796 42.302605),,6,4
42.302933,-71.077898,mudy beauty supply,200 Washington St,2121,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.077898 42.302933),,6,4
42.299009,-71.073051,montserrat aspirers inc,358 Washington St,2124,624110,Child and Youth Services,62,Healthcare and Social Assistance,7.0,1 to 9,Four Corners,POINT (-71.073051 42.299009),,6,4
42.302725,-71.077762,mico hookah smoke shop,204 Washington St,2121,453991,Tobacco Stores,45,Retail Trade,2.0,1 to 9,Four Corners,POINT (-71.077762 42.302725),,6,4
42.305204,-71.080015,michelle's nail salon,118 Washington St,2121,812113,Nail Salons,81,Other Services,1.0,1 to 9,Four Corners,POINT (-71.080015 42.305204),,6,4
42.296865,-71.071958,mattapan new testament church of god,424 Washington St,2124,813110,Religious Organizations,81,Other Services,2.0,1 to 9,Four Corners,POINT (-71.071958 42.296865),,6,4
42.295882,-71.071859,macy's,450 Washington St,2124,452210,Department Stores,45,Retail Trade,0.0,Not Available,Four Corners,POINT (-71.071859 42.295882),,6,4
42.299153,-71.073153,lunotte everything,356 Washington St,2124,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Four Corners,POINT (-71.073153 42.299153),,6,4
42.303285,-71.078886,linda's african hair braiding,7 Erie St,2121,812112,Beauty Salons,81,Other Services,1.0,1 to 9,Four Corners,POINT (-71.078886 42.303285),,6,4
42.29958,-71.073644,lil vegan wrld,,2121,0,,99,Undefined,0.0,Not Available,Four Corners,POINT (-71.073644 42.29958),,6,4
42.300995,-71.076458,light of the world empowerment center,275 Washington St,2121,813110,Religious Organizations,81,Other Services,1.0,1 to 9,Four Corners,POINT (-71.076458 42.300995),,6,4
42.302725,-71.077762,liberty chiropractic inc,204 Washington St,2121,621310,Offices of Chiropractors,62,Healthcare and Social Assistance,1.0,1 to 9,Four Corners,POINT (-71.077762 42.302725),,6,4
42.303826,-71.079177,jinix hair village,159B Washington St,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Four Corners,POINT (-71.079177 42.303826),,6,4
42.304129,-71.07887,j & b beauty salon,156 Washington St,2121,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Four Corners,POINT (-71.07887 42.304129),,6,4
