latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
42.334862,-71.079037,cooper community center,1891 Washington St,2118,624410,Child Day Care Services,62,Healthcare and Social Assistance,30.0,25 to 49,Washington St Gateway,POINT (-71.079037 42.334862),,2,7
42.334528,-71.078982,collaborative boston real estate,1904 Washington St,2118,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Washington St Gateway,POINT (-71.078982 42.334528),,2,7
42.335563,-71.078461,christ embassy boston inc,1837 Washington St,2118,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Washington St Gateway,POINT (-71.078461 42.335563),,2,7
42.334747,-71.078654,caritas communities,1 E Lenox St,2118,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Washington St Gateway,POINT (-71.078654 42.334747),,2,7
42.333798,-71.079876,cardinal medeiros center for the homeless,1960 Washington St,2118,624221,Temporary Shelters,62,Healthcare and Social Assistance,2.0,1 to 9,Washington St Gateway,POINT (-71.079876 42.333798),,2,7
42.334154,-71.079312,camp harbor view,1946 Washington St,2118,721214,Recreational and Vacation Camps (except Campgrounds),72,Accommodation and Food Services,10.0,10 to 24,Washington St Gateway,POINT (-71.079312 42.334154),,2,7
42.337424,-71.076245,boston housing authority,1701 Washington St,2118,531311,Residential Property Managers,53,Real Estate Rental and Leasing,10.0,10 to 24,Washington St Gateway,POINT (-71.076245 42.337424),,2,7
42.336172,-71.078259,boston elite sports inc,1815 Washington St,2118,0,,99,Undefined,0.0,Not Available,Washington St Gateway,POINT (-71.078259 42.336172),,2,7
42.335593,-71.078423,beyjund spheres record,1833 Washington St,2118,452319,All Other General Merchandise Stores,45,Retail Trade,2.0,1 to 9,Washington St Gateway,POINT (-71.078423 42.335593),,2,7
42.335425,-71.078631,beacon community llc,1855 Washington St,2118,531110,Lessors of Residential Buildings and Dwellings,53,Real Estate Rental and Leasing,5.0,1 to 9,Washington St Gateway,POINT (-71.078631 42.335425),,2,7
42.337778,-71.075495,anita kurl,1661 Washington St,2118,812112,Beauty Salons,81,Other Services,4.0,1 to 9,Washington St Gateway,POINT (-71.075495 42.337778),,2,7
42.337692,-71.075746,andy's cleaners,1679 Washington St,2118,812320,Drycleaning and Laundry Services (except Coin-Operated),81,Other Services,2.0,1 to 9,Washington St Gateway,POINT (-71.075746 42.337692),,2,7
42.334154,-71.079312,aiden rhaa photography,1946 Washington St,2118,541921,"Photography Studios, Portrait",54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Washington St Gateway,POINT (-71.079312 42.334154),,2,7
42.336844,-71.077054,7-eleven,1747 Washington St,2118,445120,Convenience Stores,44,Retail Trade,5.0,1 to 9,Washington St Gateway,POINT (-71.077054 42.336844),,2,7
42.33845,-71.074969,lotus center,1597 Washington St,2118,0,,99,Undefined,0.0,Not Available,Washington St Gateway,POINT (-71.074969 42.33845),,2,7
42.329365,-71.084435,yummy yummy,2360 Washington St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,4.0,1 to 9,Dudley Square,POINT (-71.084435 42.329365),,2,7
42.326777,-71.08378,yspn,115 Warren St,2119,561612,Security Guards and Patrol Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",14.0,10 to 24,Dudley Square,POINT (-71.08378 42.326777),,2,7
42.330471,-71.082886,youth options unlimited,7 Palmer St,2119,921120,Legislative Bodies,92,Public Administration,20.0,10 to 24,Dudley Square,POINT (-71.082886 42.330471),,2,7
42.329353,-71.086552,youth advocacy project,10 Malcolm X Blvd,2119,921120,Legislative Bodies,92,Public Administration,14.0,10 to 24,Dudley Square,POINT (-71.086552 42.329353),,2,7
42.326777,-71.08378,yawkey club of roxbury,115 Warren St,2119,813410,Civic and Social Organizations,81,Other Services,25.0,25 to 49,Dudley Square,POINT (-71.08378 42.326777),,2,7
42.33116,-71.083193,writeboston,2201 Washington St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.083193 42.33116),,2,7
42.327605,-71.082721,wild radio contest & request,90 Warren St,2119,515112,Radio Stations,51,Information,8.0,1 to 9,Dudley Square,POINT (-71.082721 42.327605),,2,7
42.330769,-71.084071,western union agent location,2275 Washington St,2119,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,3.0,1 to 9,Dudley Square,POINT (-71.084071 42.330769),,2,7
42.32882,-71.083719,western union agent location,146 Dudley St,2119,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,4.0,1 to 9,Dudley Square,POINT (-71.083719 42.32882),,2,7
42.331939,-71.081979,welding engineering-design,2129 Washington St,2119,541330,Engineering Services,54,"Professional, Scientific, and Technical Services",6.0,1 to 9,Dudley Square,POINT (-71.081979 42.331939),,2,7
42.329776,-71.085525,warsan general trading ltd,45 Roxbury St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.085525 42.329776),,2,7
42.330769,-71.084071,walgreens,2275 Washington St,2119,446110,Pharmacies and Drug Stores,44,Retail Trade,30.0,25 to 49,Dudley Square,POINT (-71.084071 42.330769),,2,7
42.329776,-71.085525,wald home healthcare,45 Roxbury St,2119,621610,Home Health Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Dudley Square,POINT (-71.085525 42.329776),,2,7
42.330866,-71.081458,w h sales consulting & marketing,1115 Harrison Ave,2119,541618,Other Management Consulting Services,54,"Professional, Scientific, and Technical Services",7.0,1 to 9,Dudley Square,POINT (-71.081458 42.330866),,2,7
42.329353,-71.086552,vesper gibbs barnes,10 Malcolm X Blvd,2119,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Dudley Square,POINT (-71.086552 42.329353),,2,7
42.32833,-71.080652,vega brothers inc,219 Dudley St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.080652 42.32833),,2,7
42.329499,-71.085549,usps,55 Roxbury St,2119,491110,Postal Service,49,Transportation and Warehosuing,200.0,100+,Dudley Square,POINT (-71.085549 42.329499),,2,7
42.327472,-71.082938,urban league of eastern massachusetts inc,88 Warren St,2119,0,,99,Undefined,4.0,1 to 9,Dudley Square,POINT (-71.082938 42.327472),,2,7
42.327472,-71.082938,urban league of eastern mass,88 Warren St,2119,813319,Other Social Advocacy Organizations,81,Other Services,24.0,10 to 24,Dudley Square,POINT (-71.082938 42.327472),,2,7
42.327472,-71.082938,urban league,88 Warren St,2119,624310,Vocational Rehabilitation Services,62,Healthcare and Social Assistance,14.0,10 to 24,Dudley Square,POINT (-71.082938 42.327472),,2,7
42.329768,-71.085136,upscale unisex hair salon,11 Roxbury St,2119,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Dudley Square,POINT (-71.085136 42.329768),,2,7
42.328327,-71.083061,united somali youth,70 Warren St,2119,813319,Other Social Advocacy Organizations,81,Other Services,4.0,1 to 9,Dudley Square,POINT (-71.083061 42.328327),,2,7
42.326777,-71.08378,underwood striders track club,115 Warren St,2119,813410,Civic and Social Organizations,81,Other Services,5.0,1 to 9,Dudley Square,POINT (-71.08378 42.326777),,2,7
42.327472,-71.082938,ulem-employer partners archer,88 Warren St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.082938 42.327472),,2,7
42.328417,-71.083056,ugi's subs,68 Warren St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,7.0,1 to 9,Dudley Square,POINT (-71.083056 42.328417),,2,7
42.333244,-71.082352,tropical foods,450 Melnea Cass Blvd,2119,424420,Packaged Frozen Food Merchant Wholesalers,42,Wholesale Trade,70.0,50 to 99,Dudley Square,POINT (-71.082352 42.333244),,2,7
42.331609,-71.0812,timothy smith network inc,20 Eustis St,2119,0,,99,Undefined,28.0,25 to 49,Dudley Square,POINT (-71.0812 42.331609),,2,7
42.333043,-71.08295,third's barber shop,716 Shawmut Ave,2119,812111,Barber Shops,81,Other Services,1.0,1 to 9,Dudley Square,POINT (-71.08295 42.333043),,2,7
42.326956,-71.082849,tech connection inc,100A Warren St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.082849 42.326956),,2,7
42.328274,-71.08166,studio tv,195 Dudley St,2119,512240,Sound Recording Studios,51,Information,1.0,1 to 9,Dudley Square,POINT (-71.08166 42.328274),,2,7
42.328388,-71.080643,strictly heads barber shop,221 Dudley St,2119,812111,Barber Shops,81,Other Services,2.0,1 to 9,Dudley Square,POINT (-71.080643 42.328388),,2,7
42.328369,-71.079815,stop & taste pizza,239 Dudley St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,Dudley Square,POINT (-71.079815 42.328369),,2,7
42.327303,-71.082404,steps to solutions inc,9 Kearsarge Ave,2119,812910,Pet Care (except Veterinary) Services,81,Other Services,5.0,1 to 9,Dudley Square,POINT (-71.082404 42.327303),,2,7
42.330435,-71.082944,step rox,9 Palmer St,2119,624310,Vocational Rehabilitation Services,62,Healthcare and Social Assistance,4.0,1 to 9,Dudley Square,POINT (-71.082944 42.330435),,2,7
42.330435,-71.082944,step inc,9 Palmer St,2119,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,4.0,1 to 9,Dudley Square,POINT (-71.082944 42.330435),,2,7
42.329771,-71.08301,star nail,28 Warren St,2119,812113,Nail Salons,81,Other Services,1.0,1 to 9,Dudley Square,POINT (-71.08301 42.329771),,2,7
42.325992,-71.083074,spiritual by nature inc,136 Warren St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.083074 42.325992),,2,7
42.328796,-71.086818,sparkle clean,6 Kenilworth St,2119,561720,Janitorial Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",5.0,1 to 9,Dudley Square,POINT (-71.086818 42.328796),,2,7
42.329353,-71.086552,somali development center inc,10 Malcolm X Blvd,2119,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,10.0,10 to 24,Dudley Square,POINT (-71.086552 42.329353),,2,7
42.330047,-71.084026,soleil restaurant restaurant,2306 Washington St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Dudley Square,POINT (-71.084026 42.330047),,2,7
42.329442,-71.08604,social security administration,10 Malcolm X Blvd,2119,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",92,Public Administration,3.0,1 to 9,Dudley Square,POINT (-71.08604 42.329442),,2,7
42.326956,-71.082849,smarter in the city inc,100 Warren St,2119,813319,Other Social Advocacy Organizations,81,Other Services,10.0,10 to 24,Dudley Square,POINT (-71.082849 42.326956),,2,7
42.330517,-71.0823,smart wireless service,1127 Harrison Ave,2119,517312,Wireless Telecommunications Carriers (except Satellite),51,Information,2.0,1 to 9,Dudley Square,POINT (-71.0823 42.330517),,2,7
42.331492,-71.082545,simons liquor store,2169 Washington St,2119,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,3.0,1 to 9,Dudley Square,POINT (-71.082545 42.331492),,2,7
42.328767,-71.08312,simon seafood deli,154 Dudley St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Dudley Square,POINT (-71.08312 42.328767),,2,7
42.329157,-71.085094,silver slipper restaurant,2387 Washington St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Dudley Square,POINT (-71.085094 42.329157),,2,7
42.33012,-71.084045,shanti boston llc,2300 Washington St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.084045 42.33012),,2,7
42.327636,-71.08286,servicios professional,72 Warren St,2119,541930,Translation and Interpretation Services,54,"Professional, Scientific, and Technical Services",1.0,1 to 9,Dudley Square,POINT (-71.08286 42.327636),,2,7
42.329999,-71.085096,select home health care,2343 Washington St,2119,621610,Home Health Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Dudley Square,POINT (-71.085096 42.329999),,2,7
42.33078,-71.084471,salvation army boston-roxbury,23 Vernon St,2119,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,6.0,1 to 9,Dudley Square,POINT (-71.084471 42.33078),,2,7
42.330517,-71.0823,safiya shop,1127 Harrison Ave,2119,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Dudley Square,POINT (-71.0823 42.330517),,2,7
42.329534,-71.083004,s s fashion inc,32 Warren St,2119,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Dudley Square,POINT (-71.083004 42.329534),,2,7
42.330517,-71.0823,rukiatu african hair braiding,1127 Harrison Ave,2119,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Dudley Square,POINT (-71.0823 42.330517),,2,7
42.331823,-71.083198,ruggles assisted living,25 Ruggles St,2119,623312,Assisted Living Facilities for the Elderly,62,Healthcare and Social Assistance,15.0,10 to 24,Dudley Square,POINT (-71.083198 42.331823),,2,7
42.329365,-71.084435,royal fried chicken,2360 Washington St,2119,722513,Limited-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,Dudley Square,POINT (-71.084435 42.329365),,2,7
42.329999,-71.085096,roxsom home health care llc,2343 Washington St,2119,621610,Home Health Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Dudley Square,POINT (-71.085096 42.329999),,2,7
42.326956,-71.082849,roxbury youth works,100 Warren St,2119,624110,Child and Youth Services,62,Healthcare and Social Assistance,7.0,1 to 9,Dudley Square,POINT (-71.082849 42.326956),,2,7
42.330471,-71.082886,roxbury defenders unit,7 Palmer St,2119,921120,Legislative Bodies,92,Public Administration,20.0,10 to 24,Dudley Square,POINT (-71.082886 42.330471),,2,7
42.3289,-71.083627,roxbury chinese food inc,49 Warren St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Dudley Square,POINT (-71.083627 42.3289),,2,7
42.3314,-71.082766,rochelle a burgos law office,2181 Washington St,2119,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Dudley Square,POINT (-71.082766 42.3314),,2,7
42.32833,-71.080652,rivera enterprise inc,219 Dudley St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.080652 42.32833),,2,7
42.327254,-71.082726,resurrection lutheran church,94 Warren St,2119,813110,Religious Organizations,81,Other Services,5.0,1 to 9,Dudley Square,POINT (-71.082726 42.327254),,2,7
42.329468,-71.083038,rent-a-center,38 Warren St,2119,532289,All Other Consumer Goods Rental,53,Real Estate Rental and Leasing,5.0,1 to 9,Dudley Square,POINT (-71.083038 42.329468),,2,7
42.327605,-71.082721,quantum physical therapy,90 Warren St,2119,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,4.0,1 to 9,Dudley Square,POINT (-71.082721 42.327605),,2,7
42.328388,-71.080643,public family inc,221 Dudley St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.080643 42.328388),,2,7
42.3314,-71.082766,project hip-hop,2181 Washington St,2119,624110,Child and Youth Services,62,Healthcare and Social Assistance,4.0,1 to 9,Dudley Square,POINT (-71.082766 42.3314),,2,7
42.32621,-71.082891,press pass tv,130 Warren St,2119,443142,Electronics Stores,44,Retail Trade,5.0,1 to 9,Dudley Square,POINT (-71.082891 42.32621),,2,7
42.32882,-71.083719,pls financial services,146 Dudley St,2119,523930,Investment Advice,52,Finance and Insurance,2.0,1 to 9,Dudley Square,POINT (-71.083719 42.32882),,2,7
42.32882,-71.083719,pls check cashers,146 Dudley St,2119,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,10.0,10 to 24,Dudley Square,POINT (-71.083719 42.32882),,2,7
42.328851,-71.083635,pls check cashers,55 Warren St,2119,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,10.0,10 to 24,Dudley Square,POINT (-71.083635 42.328851),,2,7
42.327061,-71.082851,platinum cuts barbers shop,98 Warren St,2119,812111,Barber Shops,81,Other Services,1.0,1 to 9,Dudley Square,POINT (-71.082851 42.327061),,2,7
42.331939,-71.081979,planting hope inc,2131 Washington St,2119,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Dudley Square,POINT (-71.081979 42.331939),,2,7
42.326956,-71.082849,placetailor inc,100 Warren St,2119,541310,Architectural Services,54,"Professional, Scientific, and Technical Services",8.0,1 to 9,Dudley Square,POINT (-71.082849 42.326956),,2,7
42.328882,-71.079688,pine street,131 Zeigler St,2119,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,9.0,1 to 9,Dudley Square,POINT (-71.079688 42.328882),,2,7
42.328369,-71.079815,pena foods inc,239 Dudley St,2119,311999,All Other Miscellaneous Food Manufacturing,31,Manufacturing,2.0,1 to 9,Dudley Square,POINT (-71.079815 42.328369),,2,7
42.329006,-71.082886,peking house,160 Dudley St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Dudley Square,POINT (-71.082886 42.329006),,2,7
42.330517,-71.0823,pc mobile tec,1127 Harrison Ave,2119,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,81,Other Services,2.0,1 to 9,Dudley Square,POINT (-71.0823 42.330517),,2,7
42.328865,-71.083212,palladio hall corporation,56 Warren St,2119,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Dudley Square,POINT (-71.083212 42.328865),,2,7
42.328635,-71.081059,p & r restaurant,208 Dudley St,2119,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Dudley Square,POINT (-71.081059 42.328635),,2,7
42.328319,-71.081398,osiris group,184 Dudley St,2119,813311,Human Rights Organizations,81,Other Services,3.0,1 to 9,Dudley Square,POINT (-71.081398 42.328319),,2,7
42.328319,-71.081398,onyx spectrum technology inc,184 Dudley St,2119,541511,Custom Computer Programming Services,54,"Professional, Scientific, and Technical Services",17.0,10 to 24,Dudley Square,POINT (-71.081398 42.328319),,2,7
42.329999,-71.085096,oneunited bank,2343 Washington St,2119,522110,Commercial Banking,52,Finance and Insurance,50.0,50 to 99,Dudley Square,POINT (-71.085096 42.329999),,2,7
42.329333,-71.084966,ofd development corp,2371 Washington St,2119,0,,99,Undefined,0.0,Not Available,Dudley Square,POINT (-71.084966 42.329333),,2,7
42.32903,-71.087008,o'aces barber shop,71 Dudley St,2119,812112,Beauty Salons,81,Other Services,5.0,1 to 9,Dudley Square,POINT (-71.087008 42.32903),,2,7
42.33116,-71.083193,nursery family child care,2201 Washington St,2119,611710,Educational Support Services,61,Educational Services,6.0,1 to 9,Dudley Square,POINT (-71.083193 42.33116),,2,7
42.328865,-71.083212,nuestra culinary ventures,56 Warren St,2119,561499,All Other Business Support Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",24.0,10 to 24,Dudley Square,POINT (-71.083212 42.328865),,2,7
42.328865,-71.083212,nuestra comunidad development corp,56 Warren St,2119,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Dudley Square,POINT (-71.083212 42.328865),,2,7
42.328888,-71.083771,nuestra comunidad development,144 Dudley St,2119,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Dudley Square,POINT (-71.083771 42.328888),,2,7
